,Location,new_reviews,Comp
726,"Newtown, CT",beautiful clean close msg reasonably price thing do not like automatic charge facility stay go concert be not go even timei feel charge use facility pool gym whatever offer read read less,Positive
727,"Reno, NV",beautiful hotel fascinate history really friendly accomodate staff pleasantly update comfortable hotel ask book room view property convenient penn station empire state build handy compass point stand proudly block east world famous macy do not even like big department store feel enrich visit there s even amc movie theater across street baskin robbin open late make sure go escalator little museum tell hotel fascinate history tesla live last decade life technically advanced hotel time two room 33rd floor read read less,Positive
728,"Delmar, NY, us",small room excellent hotel read read less,Positive
730,"Edwardsville, Ial",friendly staff great location comfortable room read read less,Positive
731,selden Ny,property clean well keep walkways lagoon nice well light little upset pool heat hot tub warm jet function properly otherwise stay wonderful within walk distance many activity restaurant read read less,Positive
733,"Philadelphia, PA",stay every month restaurant every retail establishment travler need within block two room little small always clean bed comfortable sheet clean white crisp staff friendly pay park usually find spot street free love place read read less,Positive
734,Howard Beach,nice hotel beautiful location room be not cleanest read read less,Positive
735,"Philadelphia, PA",everyone friendly room large property expansive great location thing disney read read less,Positive
736,Baltimore,room spacious comfortable staff nice wish could stay long one night read read less,Positive
737,"Land O Lakes, FL, us",nice hotel great location easy drive tampa read read less,Positive
740,Las Vegas nv,love hotel staff phenominal definitely back kid love outdoor heated pool read read less,Positive
742,Orlando Florida,hotel perfectly locate clean elegant feel safe check check quick read read less,Positive
743,"Bensalem, US",first time stay love naturally return second time hot check time 400 bit late taste book anyway arrive 600 pm room still be not ready check really also belong reward program suppose gift free internet service stay mention check clerk would not credit program good ok money pay fabulous read read less,Positive
744,"Oldsmar, Fl",stayed times property visit disney location great disney spring also convenient park use pool facility trip nice restaurant also available price reasonable even fee park additional resort fee staff friendly read read less,Positive
745,"Miami, US",room service would knock door none stop 830am make alot noice cleaning room next door hope well supervision also hotel need electric car charger supercharger read read less,Positive
746,"Avon, us",be not happy view room look straight parking garage roof top mechanic check 11 a.m. next morning wait another room clean check back day relax use resort amenity be not plan spend day next room nice excellent view staff helpful understanding sure stay resort read read less,Positive
747,Maidstone,ask pay room view unfortunately view get hope speak concierge could helpful give -PRON- key two room see either suitable take room view empire state building result extremely helpfulness concierge great stay hotel read read less,Positive
749,"Cleveland, OH",property look nice clean inside stay enjoyable read read less,Positive
750,"Destin, FL",like amount option food activity stay one quick night check around 8 p.m. able grab gelato swim play yard game pool bit everything close head bed downfall know exact cost parking fee arriving know go pay be not quite prepared pay 22night park however parking garage conveniently locate welllit spacious wyndham offer luggage cart help bring bag hotel read read less,Positive
753,"Frisco, TX",property provide shower lobby bathroom schedule ride disney race restaurant food excellent within walk distance disney spring restaurant excellent seating area lobby relax read read less,Positive
